"article","link","contributors","about","year","cited","addonlinks","year"
"A generalized approach for fault tolerance and load based scheduling of threads in Alchemi. Net","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:kNdYIx-mwKoC","V Sharma, M Vardhan, S Mishra, DS Kushwaha","the 2nd International Conference on Cloud Computing, GRIDs, and …",", 2011","3","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3290184723317231494","2011"
"Uncertainty query sampling strategies for active learning of named entity recognition task","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:u_35RYKgDlwC","A Agrawal, S Tripathi, M Vardhan","Intelligent Decision Technologies 15 (1), 99-114",", 2021","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2472168611985053730","2021"
"A DYNAMIC FILE REPLICATION BASED ON CPU LOAD AND CONSISTENCY MECHANISM IN A TRUSTED DISTRIBUTED ENVIRONMENT.","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:4TOpqqG69KYC","M Vardhan, DS Kushwaha","Tehnicki vjesnik/Technical Gazette 24 (1)",", 2017","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8620480882537568522","2017"
"A SYSTEMATIC REVIEW ON EFFECTIVE WORKFLOW SCHEDULING ALGORITHMS IN CLOUD UNDER DEADLINE CONSTRAINT","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:blknAaTinKkC","J Meena, M Kumar, M Vardhan, S Jain","International Journal Of Control Theory And Applications 9 (41), 1160-1170",", 2016","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11905402399321375190","2016"
"De-replication: A Dynamic Memory-aware Mechanism","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:3fE2CSJIrl8C","M Vardhan, P Gupta, DS Kushwaha","CLOUD COMPUTING 2012, 136",", 2012","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1141172122986498289","2012"
"OERD-On Demand and Efficient Replication Dereplication","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:hqOjcs7Dif8C","V Manu, G Paras, KD Singh","Advances in Computer Science, Engineering & Applications: Proceedings of the …",", 2012","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8862061598450973754","2012"
"File Replication and Dereplication of Replica’s in Distributed Environment","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:9yKSN-GCB0IC","M Vardhan, P Gupta, DS Kushwaha","Contemporary Computing: 5th International Conference, IC3 2012, Noida, India …",", 2012","2","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1066422576504513071","2012"
"Multicore based least confidence query sampling strategy to speed up active learning approach for named entity recognition","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:D03iK_w7-QYC","A Agrawal, S Tripathi, M Vardhan","Computing 105 (5), 979-997",", 2023","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3179426631270943688","2023"
"A survey on social networking using concept of evolutionary algorithms and big data analysis","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:ldfaerwXgEUC","R Nawghare, S Tripathi, M Vardhan","Advances in Computational Intelligence and Communication Technology …",", 2021","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18431705984929174801","2021"
"Aspect-Based Sentiment Analysis of Tweets Using Independent Component Analysis (ICA) and Probabilistic Latent","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:j3f4tGmQtD8C","P Kumar, M Vardhan","Advances in Data and Information Sciences: Proceedings of ICDIS 2017, Volume …",", 2018","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11787807966823178195","2018"
"Comparative analysis of scientific workflow scheduling algorithms in Cloud under Budget constraint","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:hFOr9nPyWt4C","J Meena, M Vardhan","Proceedings of 3rd International Conference on Internet of Things and …",", 2018","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13060111406745485281","2018"
"Data confidentiality and integrity preserving outsourcing algorithm for system of linear equation to a malicious cloud server","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:7PzlFSSx8tAC","M Kumar, M Vardhan","Big Data Management and the Internet of Things for Improved Health Systems …",", 2018","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9183881378346460520","2018"
"Secure & efficient delegation of system of linear equation to a malicious cloud server","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:9ZlFYXVOiuMC","M Kumar, J Meena, M Vardhan","2017 4th International Conference on Electronics and Communication Systems …",", 2017","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=977912400560170540","2017"
"DATA ENCRYPTION WITH RANDOM KEY GENERATION IN CLOUD COMPUTING","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:hMod-77fHWUC","R Dhomane, M Kumar, M Vardhan, S Jain","International Journal Of Control Theory And Applications 9 (41), 1151-1159",", 2016","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17830653913847032646","2016"
"A Demand Based Load Balanced Service Replication Model","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:Y0pCki6q_DkC","M Vardhan, S Mallick, S Mishra, DS Kushwaha","GSTF Journal on Computing (JoC) 2 (4)",", 2014","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17559135987130635527","2014"
"Demand Based File Replication and Consistency Mechanism","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:zYLM7Y9cAGgC","M Vardhan, A Goel, A Verma, DS Kushwaha","2012 Third International Conference on Computer and Communication Technology …",", 2012","1","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3439223291662150628","2012"
"Ensuring Security of User Data Using Federated Learning for the Sentiment Classification","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:b0M2c_1WBrUC","P Kumar, M Vardhan","International Conference on Advanced Network Technologies and Intelligent …",", 2021","","https://scholar.google.com/citations?user=Jmo3rNEAAAAJ&hl=en&oi=ao","2021"
"Computer Science Review","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:dfsIfKJdRG4C","V Sihag, M Vardhan, P Singh","","","","https://scholar.google.com/citations?user=Jmo3rNEAAAAJ&hl=en&oi=ao","2021"
"A Survey on Security Issues in Cognitive Radio","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:NaGl4SEjCO4C","P Borana, VK Sihag, M Vardhan, P Singh","Proceedings of the 5th International Conference on Cyber Security & Privacy …",", 2019","","https://scholar.google.com/citations?user=Jmo3rNEAAAAJ&hl=en&oi=ao","2019"
"A Comprehensive Survey on Security and Privacy Issues of Publicly Delegable Algorithms","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:JV2RwH3_ST0C","M Kumar, M Vardhan","International Journal of Pure and Applied Mathematics 118 (9), 33-44",", 2018","","https://scholar.google.com/citations?user=Jmo3rNEAAAAJ&hl=en&oi=ao","2018"
"Analysis of User Behavior Based on Tweets","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:vV6vV6tmYwMC","P Narad, M Vardhan, GP Gupta, P Kumar","2018 3rd IEEE International Conference on Recent Trends in Electronics …",", 2018","","https://scholar.google.com/citations?user=Jmo3rNEAAAAJ&hl=en&oi=ao","2018"
"Public delegation & verifiability of matrix multiplication to a malicious cloud server","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:dhFuZR0502QC","M Kumar, J Meena, M Vardhan, S Jain","2016 IEEE 7th Power India International Conference (PIICON), 1-7",", 2016","","https://scholar.google.com/citations?user=Jmo3rNEAAAAJ&hl=en&oi=ao","2016"
"Secure and Efficient Regression Analysis Outsourcing Algorithm for Cloud Server","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:YOwf2qJgpHMC","M Kumar, J Meena, M Vardhan, S Jain","Proceedings of the International Conference on Advances in Information …",", 2016","","https://scholar.google.com/citations?user=Jmo3rNEAAAAJ&hl=en&oi=ao","2016"
"Reliable and Secure Data Availability in Distributed Cloud Data Storage using Optimal Exact – Regenerating Codes","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:4DMP91E08xMC","M Kumar, A Tripathi, M Vardhan","National Conference",", 2016","","https://scholar.google.com/citations?user=Jmo3rNEAAAAJ&hl=en&oi=ao","2016"
"A Dynamic File Replication and Consistency Mechanism for Efficient Data Center Operation and its Formal Verification","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:roLk4NBRz8UC","M Vardhan, DS Kushwaha","Acta Polytechnica Hungarica 11 (8)",", 2014","","https://scholar.google.com/citations?user=Jmo3rNEAAAAJ&hl=en&oi=ao","2014"
"TBFR: a threshold-based file replication approach for increased file availability and its formal verification","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:qjMakFHDy7sC","M Vardhan, DS Kushwaha","International Journal of Information and Communication Technology 5 (2), 97-121",", 2013","","https://scholar.google.com/citations?user=Jmo3rNEAAAAJ&hl=en&oi=ao","2013"
"Contemporary Computing: 5th International Conference, IC3 2012, Noida, India, August 6-8, 2012. Proceedings","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:MXK_kJrjxJIC","M Parashar, D Kaushik, OF Rana, R Samtaney, Y Yang, AY Zomaya","Springer",", 2012","","https://scholar.google.com/citations?user=Jmo3rNEAAAAJ&hl=en&oi=ao","2012"
"On Demand Logical Resource Replication Scheme as a Service","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:5nxA0vEk-isC","V Manu, G Akhil, V Abhinav, M Shakti, K DS","Advances in Communication, Network, and Computing: Third International …",", 2012","","https://scholar.google.com/citations?user=Jmo3rNEAAAAJ&hl=en&oi=ao","2012"
"ICCCCM-2016","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Jmo3rNEAAAAJ&cstart=20&pagesize=80&citation_for_view=Jmo3rNEAAAAJ:qUcmZB5y_30C","AK SINHA, AP SHUKLA, A KUMAR, A KESHRI, A BINDAL, AKR YADAV, ...","","","","https://scholar.google.com/citations?user=Jmo3rNEAAAAJ&hl=en&oi=ao",""
